item_name|latitude|longitude|restaurant_name|item_description|price
GF Cantonese-Style Lemon Chicken|35.904664|-78.93798|P.F. Chang's China Bistro|Fresh, crispy whole chicken breast sliced and drizzled with warm lemon sauce and served with chilled broccolini salad|
GF Ginger Chicken with Broccoli|35.904664|-78.93798|P.F. Chang's China Bistro|Sliced chicken breast tossed with ginger, green onions, and fresh broccoli|
GF Mongolian Beef|35.904664|-78.93798|P.F. Chang's China Bistro|Sweet, soy-glazed flank steak wok-seared with scallions and garlic|
GF Pepper Steak|35.904664|-78.93798|P.F. Chang's China Bistro|Black pepper-garlic sauce marinated flank steak, onions and bell peppers|
GF Beef with Broccoli|35.904664|-78.93798|P.F. Chang's China Bistro|Sliced flank steak seared with fresh ginger, green onions and garlic|
GF Beef á la Sichuan|35.904664|-78.93798|P.F. Chang's China Bistro|Fiery pepper sauce wok-tossed with crispy strips of marinated flank steak, julienne carrots and celery|
GF Shaking Beef|35.904664|-78.93798|P.F. Chang's China Bistro|Tender flank steak, thinly sliced potatoes and broccolini, on fresh greens, tomatoes, and red onions, with zesty lime vinaigrette|
GF Shrimp with Lobster Sauce|35.904664|-78.93798|P.F. Chang's China Bistro|Tossed with Chinese black beans, peas, scallions, Asian mushrooms and egg|
GF Buddha's Feast|35.904664|-78.93798|P.F. Chang's China Bistro|Asparagus, shiitake mushrooms, broccoli and carrots, served steamed|
GF Coconut-Curry Vegetables|35.904664|-78.93798|P.F. Chang's China Bistro|Light Madras curry sauce with crispy silken tofu, baby bok choy, tomatoes, baby carrots, red peppers, Asian mushrooms and peanuts|
GF Spinach with Garlic|35.904664|-78.93798|P.F. Chang's China Bistro|Tender leaves stir-fried with chopped garlic|
GF Shanghai Cucumbers|35.904664|-78.93798|P.F. Chang's China Bistro|Crisp, chilled slices with a light soy sauce, sprinkled with sesame seeds|
GF Flourless Chocolate Dome|35.904664|-78.93798|P.F. Chang's China Bistro|Rich, flourless chocolate cake served with fresh berries and raspberry sauce|
Kid's Honey Chicken|35.904664|-78.93798|P.F. Chang's China Bistro|Served with honey dipping sauce|
Kid's Sweet & Sour Chicken|35.904664|-78.93798|P.F. Chang's China Bistro|Served wtih sweet and sour dipping sauce|
Kid's Lo Mein|35.904664|-78.93798|P.F. Chang's China Bistro|Egg noodles stir-fried with chicken|
Kid's Chicken Fried Rice|35.904664|-78.93798|P.F. Chang's China Bistro|Every kid's favorite without the veggies|
Baby Buddha's Feast|35.904664|-78.93798|P.F. Chang's China Bistro|Snap peas, carrots and broccoli served steamed or stir-fried|
GF Baby Buddha's Feast|35.904664|-78.93798|P.F. Chang's China Bistro|Snap peas, carrots and broccoli served steamed|
GF Kids Fried Rice|35.904664|-78.93798|P.F. Chang's China Bistro|Chicken, Egg, and Rice in our Gluten Free Sauce|
The Chicken Caesar|35.911215|-78.917768|Champps Americana|Crispy romaine lettuce, croutons, and Parmesan tossed with house-made Caesar dressing. Topped with grilled chicken.|
Picnic Chicken Salad|35.911215|-78.917768|Champps Americana|Our secret house-made chicken salad mix on toasted multigrain bread topped with lettuce and tomato. Served with kettle chips.|
Grown-up Grilled Cheese|35.911215|-78.917768|Champps Americana|Buttered and grilled Texas toast with American and cheddar, applewood- smoked bacon, ham, tomato, and an over-medium fried egg. Served with kettle chips.|
Blackened Chicken Alfredo|35.911215|-78.917768|Champps Americana|fettuccine. spinach. garlic. mushrooms. red peppers. house-made asiago alfredo sauce.|
Vodka Farfalle|35.911215|-78.917768|Champps Americana|Savory sautéed chicken in a red pepper and vodka cream sauce, tossed with sun-dried tomatoes, mushrooms, and green peas. Topped with Parmesan and fresh parsley. Served with a garlic- buttered crostini.|
Sicilian Turkey Sausage Farfalle|35.911215|-78.917768|Champps Americana|Turkey sausage, red bell peppers, red onions, and mushrooms, sautéed in a white wine garlic sauce. Topped with goat cheese, oven-roasted tomatoes, and basil. Served with a garlic- buttered crostini.|
The Harvest Chopped|35.911215|-78.917768|Champps Americana|Garden lettuce greens with bacon, dried cranberries, candied pecans, bleu cheese, Granny Smith apples, grilled chicken, and house-made balsamic vinaigrette.|
The Cranberry Apple Spinach|35.911215|-78.917768|Champps Americana|Fresh spinach with sliced red onions, bacon, feta, dried cranberries, and Granny Smith apples. Topped with grilled chicken and tossed in house-made citrus vinaigrette dressing.|
The Cobb|35.911215|-78.917768|Champps Americana|Garden greens, iceberg, and romaine with applewood-smoked bacon, tomatoes, black olives, cheddar, bleu cheese, hard- boiled eggs, avocado, and sliced chicken. Your choice of dressing.|
The BBQ Chopped|35.911215|-78.917768|Champps Americana|Garden greens, iceberg, romaine, cheddar, tomatoes, and tortilla strips. Topped with BBQ grilled chicken, and corn & black bean salsa. Tossed with chipotle ranch dressing and drizzled with BBQ sauce.|
Seaside Shrimp & Pasta|35.911215|-78.917768|Champps Americana|Fresh shrimp sautéed in our house- made white-wine tomato sauce. Tossed with penne pasta and garnished with Parmesan. Served with a garlic-buttered crostini.|
Farmhouse Chicken Tenders|35.911215|-78.917768|Champps Americana|Hand-breaded chicken tenders served with your choice of honey mustard or BBQ sauce.|
Buffalo Chicken Tenders|35.911215|-78.917768|Champps Americana|Our Farmhouse Chicken Tenders tossed in your choice of wing sauce. Served with house-made bleu cheese dressing.hand-breaded. honey mustard or bbq sauce.|
Marinara Mozzarella Sticks|35.911215|-78.917768|Champps Americana|Golden brown and served with house- made marinara sauce.|
Champps Famous Wings|35.911215|-78.917768|Champps Americana|Ten of our famous chicken wings served with house-made bleu cheese dressing.|
Mega Pretzel|35.911215|-78.917768|Champps Americana|queso. stone ground mustard.|
Spinach-Artichoke Dip|35.911215|-78.917768|Champps Americana|A savory blend of creamy Asiago cheese, spinach, and roasted artichokes. Served with fresh white corn tortilla chips and salsa.|
Greek Hummus|35.911215|-78.917768|Champps Americana|Hummus with bruschetta-marinated tomatoes and feta crumbles. Served with celery, cucumber, red bell pepper, and grilled flatbread.|
Sampler Platter|35.911215|-78.917768|Champps Americana|A sampling of our favorite starters: Marinara Mozzarella Sticks, Champps Famous Wings, Spud Skins, and Farmhouse Chicken Tenders. Served with celery sticks, BBQ sauce, marinara sauce, house-made bleu cheese dressing, and our seasoned sour cream.|
Mile High Nachos|35.911215|-78.917768|Champps Americana|choice of chicken or chili. white queso. cheddar. pico de gallo. jalapeños. sour cream. salsa. Add guacamole|
Cantina Chicken Quesadilla|35.911215|-78.917768|Champps Americana|A rich blend of cheeses and seasoned grilled chicken mixed with pico de gallo, corn & black bean salsa, and spices. Melted between flour and sundried tomato tortillas and served on a bed of lettuce with guacamole, pico de gallo, salsa, and sour cream.|
Calamari Fritti|35.911215|-78.917768|Champps Americana|hand-battered calamari. cherry peppers. artichokes. house-made spicy onion sauce.|
Spud Skins|35.911215|-78.917768|Champps Americana|Potato skins topped with a melted blend of mozzarella, cheddar, pepper jack, and bacon. Baked to perfection and served with a side of seasoned sour cream.|
Seared Ahi Tuna*|35.911215|-78.917768|Champps Americana|Soy-marinated ahi tuna, served poke style, over a bed of four-pepper slaw. Topped with pineapple-jicama salsa, toasted sesame seeds, and fresh cilantro, and served with a side of seasoned wonton chips.|
Chicken Bacon Spinach Flatbread|35.911215|-78.917768|Champps Americana|Grilled chicken, crispy applewood-smoked bacon, spinach artichoke sauce, and mozzarella on a grilled flatbread|
BBQ Chicken Flatbread|35.911215|-78.917768|Champps Americana|Grilled BBQ chicken, BBQ sauce, mozzarella, diced red pepper and Tabasco® fried onion strings.|
CBS Flatbread|35.911215|-78.917768|Champps Americana|Diced chicken, applewood- bacon, mozzarella and Spinach artichoke dip.|
Combo Flatbread|35.911215|-78.917768|Champps Americana|Mozzarella, oregano, Italian sausage and pepperoni.|
Carolina|35.911215|-78.917768|Champps Americana|bourbon bbq sauce. cheddar. coleslaw. Tabasco®fried onion strings.|
Champps' Cheeseburger|35.911215|-78.917768|Champps Americana|lettuce. tomato. onion. pickle. mayo. your choice of american cheese, swiss, pepperjack, provolone, monterey jack or cheddar.|
Bleu|35.911215|-78.917768|Champps Americana|bleu & cheddar cheese. applewood-smoked bacon. lettuce. tomato. onions. pickle.|
South of the Border|35.911215|-78.917768|Champps Americana|queso. fresh jalapenos. tortilla strips. guacamole. pepperjack. lettuce. tomato.|
Firehouse|35.911215|-78.917768|Champps Americana|red and yellow bell peppers. poblano peppers. onions. Chipotle Tabasco®. cajun seasoning. pepperjack cheese. lettuce. tomato. onions. fresh jalapeño peppers.|
12oz. New York Strip & Shrimp*|35.911215|-78.917768|Champps Americana|12oz. new york strip. jumbo grilled shrimp. garlic mashed potatoes.seasonal vegetables.|
8oz. Champps Top Sirloin|35.911215|-78.917768|Champps Americana|top sirloin. garlic mashed potatoes.seasonal vegetables.|
14oz. Ribeye|35.911215|-78.917768|Champps Americana|ribeye. garlic mashed potatoes. seasonal vegetables.|
Tuscan Salmon|35.911215|-78.917768|Champps Americana|sautéed salmon. spinach. artichokes. capers. sun-dried tomatoes. mushrooms. broccoli. white wine piccata sauce. parmesan.|
Chicken Kung Pao|35.911215|-78.917768|Champps Americana|stir-fried chicken. house-made spicy sauce. carrots. peanuts. jasmine rice. Asian vegetables.|
Bourbon Salmon|35.911215|-78.917768|Champps Americana|grilled salmon. bourbon marinade. garlic mashed potatoes. seasonal vegetables.|
Full Rack Baby Back Ribs|35.911215|-78.917768|Champps Americana|slow cooked baby back pork ribs. bourbon bbq sauce. fries. coleslaw.|
Chicken Tenders Dinner|35.911215|-78.917768|Champps Americana|hand-breaded. honey mustard or bbq sauce. fries. coleslaw.|
Parmesan Crusted Chicken Fettuccine|35.911215|-78.917768|Champps Americana|parmesan crusted chicken. parmesan. fettuccine. marinara.|
BBQ Chicken|35.911215|-78.917768|Champps Americana|grilled chicken breast. bourbon bbq sauce. cheddar. applewood-smoked bacon. lettuce. tomato. fries.|
Chicken Ranch Wrap|35.911215|-78.917768|Champps Americana|tortilla. grilled chicken. pepperjack cheese. tomato. lettuce. house-made ranch dressing. tortilla chips. salsa|
Parmesan Crusted Chicken|35.911215|-78.917768|Champps Americana|parmesan crusted chicken. provolone cheese. marinara.|
Uptown Turkey Wrap|35.911215|-78.917768|Champps Americana|tortilla. turkey breast. avocado. applewood smoked bacon. leaf lettuce. tomatoes. provolone. cucumbers. ranch dressing. pasta salad.|
The Champps Club|35.911215|-78.917768|Champps Americana|roasted turkey. ham. Monterey Jack and cheddar cheeses. lettuce. tomato. mayonnaise. applewood-smoked bacon. toasted multi-grain bread. house-made chips.|
fresco chicken tacos|35.911215|-78.917768|Champps Americana|grilled chicken. salsa verde. pepperjack. flour tortilla. cilantro. pico de gallo. sour cream. shredded lettuce.|
bbq pulled pork tacos|35.911215|-78.917768|Champps Americana|bbq pulled pork. coleslaw. cilantro lime sour cream. pickled red onions. corn & black bean salsa.|
pepper seared ahi tacos|35.911215|-78.917768|Champps Americana|served rare. four-pepper slaw. spicy aioli. cilantro. sesame seeds. flour tortillas. pineapple-jicama salsa.|
fresco steak tacos|35.911215|-78.917768|Champps Americana|grilled steak. salsa verde. pepperjack. flour tortilla. cilantro. pico de gallo. sour cream. shredded lettuce.|
Spinach Salad With Grilled Chicken|35.911215|-78.917768|Champps Americana|grilled chicken bacon. red onions. dried cranberries. green apples. feta. house-made cilantro lime vinaigrette dressing.|
BBQ Chopped Salad|35.911215|-78.917768|Champps Americana|house-made southwestern bbq chicken. black bean & corn salsa. avocado. tomatoes. cheddar. crispy tortilla strips. chipotle ranch dressing.|
Grilled Steak Salad|35.911215|-78.917768|Champps Americana|grilled steak. romaine lettuce. roasted red peppers. bruschetta tomatoes. red onions. crispy potato threads. bleu cheese. house-made tomato vinaigrette|
Cobb Salad|35.911215|-78.917768|Champps Americana|grilled chicken. mixed greens. applewood-smoked bacon. tomatoes. black olives. cheddar. bleu cheese. hard boiled eggs. avocado.|
Champps Americana Chopped Salad|35.911215|-78.917768|Champps Americana|grilled chicken. bleu cheese. sliced apples.candied pecans. applewood-smoked bacon. dried cranberries. balsamic vinaigrette.|
Side Salads|35.911215|-78.917768|Champps Americana||
Soups|35.911215|-78.917768|Champps Americana||
The Wedge|35.911215|-78.917768|Champps Americana|iceberg wedge. bleu cheese dressing. bacon. tomato. red onion. crumbled bleu cheese.|
seasonal vegetables|35.911215|-78.917768|Champps Americana||
french fries|35.911215|-78.917768|Champps Americana||
waffle fries|35.911215|-78.917768|Champps Americana||
sweet potato  fries|35.911215|-78.917768|Champps Americana||
garlic mashed potatoes|35.911215|-78.917768|Champps Americana||
jasmine rice|35.911215|-78.917768|Champps Americana||
coleslaw|35.911215|-78.917768|Champps Americana||
onion rings|35.911215|-78.917768|Champps Americana||
broccoli|35.911215|-78.917768|Champps Americana||
Mile High Ice Cream Pie|35.911215|-78.917768|Champps Americana|The Champps' mega dessert that is big enough to share! Rich French vanilla, mocha-almond fudge and classic chocolate ice creams, layered on a chocolate cookie crust and topped with whipped cream, chocolate sauce, caramel sauce and toffee pieces.|
Cookie Espress|35.911215|-78.917768|Champps Americana|A warm chunky chocolate chip cookie topped with French vanilla ice cream and drizzled with chocolate and caramel sauces, finished with whipped cream.|
Bold cranberry raspberry blast|35.92092|-78.956421|Menchie's Frozen Yogurt||
Classic Cherry by Menchie's|35.92092|-78.956421|Menchie's Frozen Yogurt||
cookie dough monster|35.92092|-78.956421|Menchie's Frozen Yogurt||
crisp irish mint|35.92092|-78.956421|Menchie's Frozen Yogurt||
Farm Fresh Blueberry|35.92092|-78.956421|Menchie's Frozen Yogurt||
Fresh baked oatmeal raisin cookie|35.92092|-78.956421|Menchie's Frozen Yogurt||
Fresh Shredded Coconut|35.92092|-78.956421|Menchie's Frozen Yogurt||
going bananas|35.92092|-78.956421|Menchie's Frozen Yogurt||
greek vanilla bean|35.92092|-78.956421|Menchie's Frozen Yogurt||
harvest pumpkin|35.92092|-78.956421|Menchie's Frozen Yogurt||
jumpin' java latte|35.92092|-78.956421|Menchie's Frozen Yogurt||
key lime pie|35.92092|-78.956421|Menchie's Frozen Yogurt||
Marshmallow mania inspired by peeps|35.92092|-78.956421|Menchie's Frozen Yogurt||
Menchie's Blackberry Burst|35.92092|-78.956421|Menchie's Frozen Yogurt||
Original Strawberry|35.92092|-78.956421|Menchie's Frozen Yogurt||
peachy keen|35.92092|-78.956421|Menchie's Frozen Yogurt||
pineapple cake|35.92092|-78.956421|Menchie's Frozen Yogurt||
power pomegranate acai|35.92092|-78.956421|Menchie's Frozen Yogurt||
pure chocolate|35.92092|-78.956421|Menchie's Frozen Yogurt||
rockin' salted caramel|35.92092|-78.956421|Menchie's Frozen Yogurt||
spiced chai latte|35.92092|-78.956421|Menchie's Frozen Yogurt||
strawberry burst|35.92092|-78.956421|Menchie's Frozen Yogurt||
sweet n' tangy peach mango|35.92092|-78.956421|Menchie's Frozen Yogurt||
sweet strawberry greek yogurt|35.92092|-78.956421|Menchie's Frozen Yogurt||
the apple of my pie|35.92092|-78.956421|Menchie's Frozen Yogurt||
the berry bunch|35.92092|-78.956421|Menchie's Frozen Yogurt||
toasty marshmallow|35.92092|-78.956421|Menchie's Frozen Yogurt||
vanilla snow|35.92092|-78.956421|Menchie's Frozen Yogurt||
caramel coconut cookie crunch|35.92092|-78.956421|Menchie's Frozen Yogurt||
Caramel Frappé|35.92092|-78.956421|Menchie's Frozen Yogurt|Pasteurized & Cultured Skim Milk, Sugar, Corn Syrup, Caramel Flavor Base [Corn Syrup, Butter (Cream, Salt), Water, Sugar, Sweetened Condensed Milk (Condensed Skim Milk, Sugar), Natural & Artificial Flavoring, Caramel Color, Annatto (Color), Salt, Carrageenan, Sulfites], Whey, Cream, Stabilizer & Emulsifier (Mono & Diglycerides, Guar Gum, Carrageenan, Cellulose Gum, Standardized With Dextrose), Coffee Espresso Flavor (Sucrose, Dextrose, Fructose,|
chewy peanut butter cookie|35.92092|-78.956421|Menchie's Frozen Yogurt||
Chocolate candy bar made with nestle crunch Pieces|35.92092|-78.956421|Menchie's Frozen Yogurt||
Chocolate creme mint made with andes mints|35.92092|-78.956421|Menchie's Frozen Yogurt||
chocolate dunked banana|35.92092|-78.956421|Menchie's Frozen Yogurt||
chocolate glazed toffee bar made with heath®|35.92092|-78.956421|Menchie's Frozen Yogurt||
Cinnabon Classic Cinnamon Roll|35.92092|-78.956421|Menchie's Frozen Yogurt||
Classic Chocolate Malt Made With Whoppers® Malted Milk Balls|35.92092|-78.956421|Menchie's Frozen Yogurt|Pasteurized & Cultured Skim Milk, Sugar, Whoppers [Sugar, Whey (Milk), Partially Hydrogenated Palm Kernel Oil, Corn Syrup Solids, Corn Syrup, Malted Milk (Barley Malt, Wheat Flour, Milk, Salt, Sodium Bicarbonate), Cocoa, Contains 2% Or Less Of: Resinous Glaze, Sorbitan Tristearate, Soy Lecithin, Natural & Artificial Flavor, Calcium Carbonate, Tapioca Dextrin, Salt], Corn Syrup, Malt Extract, Whey, Cocoa (Processed With Alkali), Stabilizer & Emuls|
cocoa-minty holiday cookie|35.92092|-78.956421|Menchie's Frozen Yogurt||
creamy peanut butter|35.92092|-78.956421|Menchie's Frozen Yogurt||
Dark Chocolate cherry brownie|35.92092|-78.956421|Menchie's Frozen Yogurt||
dreamy dulce de leche|35.92092|-78.956421|Menchie's Frozen Yogurt||
Fire toasted s'mores|35.92092|-78.956421|Menchie's Frozen Yogurt||
gluten-free white cake batter|35.92092|-78.956421|Menchie's Frozen Yogurt||
Holiday eggnog|35.92092|-78.956421|Menchie's Frozen Yogurt||
honey graham crumble|35.92092|-78.956421|Menchie's Frozen Yogurt||
i drea, of cookies n' cream|35.92092|-78.956421|Menchie's Frozen Yogurt||
ice cream sandwich|35.92092|-78.956421|Menchie's Frozen Yogurt||
Just The Créme|35.92092|-78.956421|Menchie's Frozen Yogurt|Pasteurized & Cultured Skim Milk, Sugar, Creme Filling Base [Water, Corn Syrup, Sugar, Food Starch - Modified, Titanium Dioxide, Citric Acid, Natural & Artificial Flavors, Potassium Sorbate & Sodium Benzoate (As Preservatives)], Corn Syrup, Whey, Non Fat Dry Milk, Cookie Cream [Sugar, Soybean Oil, Coconut Oil, Cornstarch, Artificial Color, Emulsifiers (Soy Lecithin, Mono & Diglycerides), Artificial Flavor, Salt], Natural & Artificial Flavor, Sta|
Just The Cookie|35.92092|-78.956421|Menchie's Frozen Yogurt|Pasteurized & Cultured Skim Milk, Sugar, Corn Syrup, Cookie Crumbs [Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Folic Acid), Sugar, Canola Oil, Cocoa (Processed With Alkali), High Fructose Corn Syrup, Leavening (Baking Soda And/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Vanillin - An Artificial Flavor], Whey, Cocoa (Processed With Alkali), Stabilizer & Emulsi|
live from ny cheesecake|35.92092|-78.956421|Menchie's Frozen Yogurt||
milk chocolate mania|35.92092|-78.956421|Menchie's Frozen Yogurt||
mudslide pie|35.92092|-78.956421|Menchie's Frozen Yogurt||
nutty hazelnut|35.92092|-78.956421|Menchie's Frozen Yogurt||
Peanut butter chocolate bar made with butterfinger pieces|35.92092|-78.956421|Menchie's Frozen Yogurt||
peanut buttercup|35.92092|-78.956421|Menchie's Frozen Yogurt||
red velvet royale|35.92092|-78.956421|Menchie's Frozen Yogurt||
rich 'n' nutty pistachio|35.92092|-78.956421|Menchie's Frozen Yogurt||
rich n' smooth cookie butter|35.92092|-78.956421|Menchie's Frozen Yogurt||
Smooth White Chocolate|35.92092|-78.956421|Menchie's Frozen Yogurt||
Soft-baked Sugar Cookie|35.92092|-78.956421|Menchie's Frozen Yogurt||
Southern pecan pie|35.92092|-78.956421|Menchie's Frozen Yogurt||
Spiced gingerbread cookie|35.92092|-78.956421|Menchie's Frozen Yogurt||
swiss miss classic hot chocolate|35.92092|-78.956421|Menchie's Frozen Yogurt||
Tahitian vanilla Made with coconut milk|35.92092|-78.956421|Menchie's Frozen Yogurt||
takes the Cake batter|35.92092|-78.956421|Menchie's Frozen Yogurt||
twisted cinnamon churro|35.92092|-78.956421|Menchie's Frozen Yogurt||
uber fudgy brownie batter|35.92092|-78.956421|Menchie's Frozen Yogurt||
zesty lemon meringue|35.92092|-78.956421|Menchie's Frozen Yogurt||
White Chocolate Peppermint Bark|35.92092|-78.956421|Menchie's Frozen Yogurt||
Banana Pudding Made with Nilla Wafer|35.92092|-78.956421|Menchie's Frozen Yogurt||
Chip's Chocolate|35.92092|-78.956421|Menchie's Frozen Yogurt||
Chocolate n Strawberry Cookie Made with Oreo Cookie Pieces|35.92092|-78.956421|Menchie's Frozen Yogurt||
Chocolate Mint Cookie Made with Oreo Cookie Pieces|35.92092|-78.956421|Menchie's Frozen Yogurt||
Chocolate Mint Made with York Peppermint Patties|35.92092|-78.956421|Menchie's Frozen Yogurt||
Cookies n Cream Cheesecake Made with Oreo Cookie Pieces|35.92092|-78.956421|Menchie's Frozen Yogurt||
Creamy County Vanilla|35.92092|-78.956421|Menchie's Frozen Yogurt||
the art of black cherry tart|35.92092|-78.956421|Menchie's Frozen Yogurt||
the art of blue raspberry tart|35.92092|-78.956421|Menchie's Frozen Yogurt||
the art of blueberry pomegranate tart|35.92092|-78.956421|Menchie's Frozen Yogurt||
the art of green apple tart|35.92092|-78.956421|Menchie's Frozen Yogurt||
the art of original tart|35.92092|-78.956421|Menchie's Frozen Yogurt||
the art of peach mango tart|35.92092|-78.956421|Menchie's Frozen Yogurt||
the art of pineapple tart|35.92092|-78.956421|Menchie's Frozen Yogurt||
blue raspberry blast sorbet|35.92092|-78.956421|Menchie's Frozen Yogurt||
Carrot orange boost sorbet|35.92092|-78.956421|Menchie's Frozen Yogurt||
dole soft serve lemon|35.92092|-78.956421|Menchie's Frozen Yogurt||
dole soft serve pineapple|35.92092|-78.956421|Menchie's Frozen Yogurt||
fresh honeydew sorbet|35.92092|-78.956421|Menchie's Frozen Yogurt||
Fresh Lime Mint Sorbet|35.92092|-78.956421|Menchie's Frozen Yogurt||
Freshly Squeezed Orange Sorbet|35.92092|-78.956421|Menchie's Frozen Yogurt||
fudgy chocolate sorbet|35.92092|-78.956421|Menchie's Frozen Yogurt||
island mango sorbet|35.92092|-78.956421|Menchie's Frozen Yogurt||
juicy grape sorbet|35.92092|-78.956421|Menchie's Frozen Yogurt||
paradise fruit punch sorbet|35.92092|-78.956421|Menchie's Frozen Yogurt||
pomegranate razz sorbet|35.92092|-78.956421|Menchie's Frozen Yogurt||
strawberry kiwi twist sorbet|35.92092|-78.956421|Menchie's Frozen Yogurt||
Strawberry Smoothie Sorbet|35.92092|-78.956421|Menchie's Frozen Yogurt||
summertime watermelon sorbet|35.92092|-78.956421|Menchie's Frozen Yogurt||
sweet pink lemonade sorbet|35.92092|-78.956421|Menchie's Frozen Yogurt||
tangy tangerine sorbet|35.92092|-78.956421|Menchie's Frozen Yogurt||
White citrus sorbet|35.92092|-78.956421|Menchie's Frozen Yogurt||
wild cherry sorbet with a splash of lime|35.92092|-78.956421|Menchie's Frozen Yogurt||
dark chocolate bar|35.92092|-78.956421|Menchie's Frozen Yogurt||
iced coffee|35.92092|-78.956421|Menchie's Frozen Yogurt||
midnight chocolate mint|35.92092|-78.956421|Menchie's Frozen Yogurt||
pecan praline surprise|35.92092|-78.956421|Menchie's Frozen Yogurt||
strawberry|35.92092|-78.956421|Menchie's Frozen Yogurt||
strawberry banana breeze|35.92092|-78.956421|Menchie's Frozen Yogurt||
very vanilla bean|35.92092|-78.956421|Menchie's Frozen Yogurt||
boysenberry|35.92092|-78.956421|Menchie's Frozen Yogurt||
butterscotch|35.92092|-78.956421|Menchie's Frozen Yogurt||
devil's food cake|35.92092|-78.956421|Menchie's Frozen Yogurt||
juicy raspberry|35.92092|-78.956421|Menchie's Frozen Yogurt||
marshmallow|35.92092|-78.956421|Menchie's Frozen Yogurt||
pecan praline|35.92092|-78.956421|Menchie's Frozen Yogurt||
white chocolate raspberry|35.92092|-78.956421|Menchie's Frozen Yogurt||
angel food cake|35.92092|-78.956421|Menchie's Frozen Yogurt||
banana|35.92092|-78.956421|Menchie's Frozen Yogurt||
cappuccino|35.92092|-78.956421|Menchie's Frozen Yogurt||
caramel|35.92092|-78.956421|Menchie's Frozen Yogurt||
coffee royale|35.92092|-78.956421|Menchie's Frozen Yogurt||
german chocolate cake|35.92092|-78.956421|Menchie's Frozen Yogurt||
grasshopper|35.92092|-78.956421|Menchie's Frozen Yogurt||
mocha fudge|35.92092|-78.956421|Menchie's Frozen Yogurt||
new york cheesecake|35.92092|-78.956421|Menchie's Frozen Yogurt||
orange vanilla|35.92092|-78.956421|Menchie's Frozen Yogurt||
peanut butter|35.92092|-78.956421|Menchie's Frozen Yogurt||
apples|35.92092|-78.956421|Menchie's Frozen Yogurt||
bananas|35.92092|-78.956421|Menchie's Frozen Yogurt||
blackberries|35.92092|-78.956421|Menchie's Frozen Yogurt||
blueberries|35.92092|-78.956421|Menchie's Frozen Yogurt||
cantaloupe|35.92092|-78.956421|Menchie's Frozen Yogurt||
grapes|35.92092|-78.956421|Menchie's Frozen Yogurt||
honeydew|35.92092|-78.956421|Menchie's Frozen Yogurt||
kiwi|35.92092|-78.956421|Menchie's Frozen Yogurt||
lychee|35.92092|-78.956421|Menchie's Frozen Yogurt||
mangos|35.92092|-78.956421|Menchie's Frozen Yogurt||
peaches|35.92092|-78.956421|Menchie's Frozen Yogurt||
pineapple|35.92092|-78.956421|Menchie's Frozen Yogurt||
raspberries|35.92092|-78.956421|Menchie's Frozen Yogurt||
strawberries|35.92092|-78.956421|Menchie's Frozen Yogurt||
watermelon|35.92092|-78.956421|Menchie's Frozen Yogurt||
andes mints®|35.92092|-78.956421|Menchie's Frozen Yogurt||
blue diamond® almonds|35.92092|-78.956421|Menchie's Frozen Yogurt||
butterfinger®|35.92092|-78.956421|Menchie's Frozen Yogurt||
cap'n crunch's crunch berries®|35.92092|-78.956421|Menchie's Frozen Yogurt||
carob chips|35.92092|-78.956421|Menchie's Frozen Yogurt||
chocolate pretzel balls|35.92092|-78.956421|Menchie's Frozen Yogurt||
chocolate rocks|35.92092|-78.956421|Menchie's Frozen Yogurt||
chocolate sixlets|35.92092|-78.956421|Menchie's Frozen Yogurt||
chocolate sprinkles|35.92092|-78.956421|Menchie's Frozen Yogurt||
coconut|35.92092|-78.956421|Menchie's Frozen Yogurt||
crunch n' munch®|35.92092|-78.956421|Menchie's Frozen Yogurt||
frosted animal cookies|35.92092|-78.956421|Menchie's Frozen Yogurt||
gummi worms|35.92092|-78.956421|Menchie's Frozen Yogurt||
gummi bear cubs|35.92092|-78.956421|Menchie's Frozen Yogurt||
heath® english toffee bits with chocolate|35.92092|-78.956421|Menchie's Frozen Yogurt||
hershey's® premier white chipe|35.92092|-78.956421|Menchie's Frozen Yogurt||
hershey's® mini kisses milk chocolate|35.92092|-78.956421|Menchie's Frozen Yogurt||
hershey's® special dark® chocolate chips|35.92092|-78.956421|Menchie's Frozen Yogurt||
honey maid® graham cracker crumbs|35.92092|-78.956421|Menchie's Frozen Yogurt||
jet-puffed marshmallow®|35.92092|-78.956421|Menchie's Frozen Yogurt||
jolly rancher pieces|35.92092|-78.956421|Menchie's Frozen Yogurt||
kashi® golean crunch®|35.92092|-78.956421|Menchie's Frozen Yogurt||
Kellogg's low fat granola crunchy clusters|35.92092|-78.956421|Menchie's Frozen Yogurt||
kit kat® bar|35.92092|-78.956421|Menchie's Frozen Yogurt||
milk caramel turtles|35.92092|-78.956421|Menchie's Frozen Yogurt||
mini m&m's®|35.92092|-78.956421|Menchie's Frozen Yogurt||
nestle crunch®|35.92092|-78.956421|Menchie's Frozen Yogurt||
nilla® wafers|35.92092|-78.956421|Menchie's Frozen Yogurt||
nutter butter® cookies|35.92092|-78.956421|Menchie's Frozen Yogurt||
